review,sentiment
The performances were stellar. A beautiful story about love and loss. (Instance 1095),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1095),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1096),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1096),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1097),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1097),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1098),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1098)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1099),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1099)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1100),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1100),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1101),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1101)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1102)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1102)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1103),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1103),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1104),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1104),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1105),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1105),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1106),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1106),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1107),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1107),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1108),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1108)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1109),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1109)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1110),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1110),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1111),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1111)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1112)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1112)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1113),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1113),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1114),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1114),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1115),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1115),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1116),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1116),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1117),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1117),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1118),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1118)",negative
